fips,total_pop_age_sex,median_age,sex_ratio_males,under_18_percent,over_18_percent,over_65_percent,county,state,total_hh,median_hh_income,mean_hh_income,total_families,median_family_income,mean_family_income,tot_pop_race_ethnicity,tot_white,tot_black_af_am,tot_aminalnat,tot_asian,tot_hawopi,total_pop_poverty,pop_below_poverty,percent_below_poverty,smoking_ban_2010,asian_2019,avg_family_size_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_limited_english_2019,housing_mobile_homes_2019,hs_grad_2019,median_household_income_2019,median_individual_income_2019,native_2019,other_single_race_2019,pac_isl_2019,persons_per_household_2019,pop_2019,unemployment_rate_2019,uninsured_2019,veterans_2019,white_2019,white_not_hispanic_2019,rural_urban_continuum_code_2013,Metro2013,retirement_destination_2015_update,metro_adjacent_2013,average_2011_upper_bound_pct_obesity,FIPS,heart_disease_prev_100K
48113,2606868.0,33.4,97.3,26.4,73.6,10.5,Dallas County, Texas,928341.0,59607.0,88716.0,599542.0,67159.0,100273.0,2606868.0,1597069.0,588903.0,10155.0,163971.0,1240.0,2577160.0,395812.0,15.4,none,6.3,3.51,22.6,40.2,81.1,74.1,82.9,928341.0,10.8,50.0,79.3,59607.0,31136.0,0.4,6.8,0.0,2.78,2606868.0,4.4,21.0,4.8,61.3,29.1,1.0,1.0,0.0,0.0,40.91,48113,64.77794170087671
48115,12813.0,33.5,118.1,26.0,74.0,14.7,Dawson County, Texas,4322.0,43239.0,61585.0,2889.0,54596.0,73293.0,12813.0,9638.0,1036.0,143.0,24.0,0.0,10950.0,2840.0,25.9,none,0.2,3.15,8.1,57.5,68.8,53.7,73.6,4322.0,7.0,30.7,69.9,43239.0,21316.0,1.1,11.3,0.0,2.55,12813.0,6.3,16.6,3.6,75.2,33.3,7.0,0.0,0.0,0.0,48.55,48115,56.29747768828685
48117,18736.0,31.9,100.4,31.3,68.7,12.5,Deaf Smith County, Texas,6145.0,49701.0,62666.0,4522.0,55694.0,68600.0,18736.0,16799.0,191.0,123.0,118.0,18.0,18461.0,2995.0,16.2,none,0.6,3.59,1.0,72.8,79.1,61.4,78.3,6145.0,11.4,36.0,73.8,49701.0,28087.0,0.7,4.3,0.1,3.0,18736.0,3.0,19.7,4.2,89.7,24.7,6.0,0.0,0.0,1.0,47.14,48117,56.05600786689283
48119,5249.0,44.3,90.1,23.3,76.7,20.1,Delta County, Texas,1999.0,51038.0,70369.0,1416.0,61889.0,82290.0,5249.0,4594.0,461.0,4.0,28.0,0.0,5183.0,1039.0,20.0,none,0.5,3.13,8.8,7.8,70.3,67.5,74.9,1999.0,0.0,21.8,87.8,51038.0,26636.0,0.1,1.1,0.0,2.59,5249.0,3.3,11.3,10.4,87.5,80.8,8.0,0.0,0.0,1.0,44.395,48119,69.0123366013125
48121,833822.0,35.5,96.8,25.1,74.9,9.9,Denton County, Texas,290229.0,86913.0,113275.0,204075.0,107016.0,132100.0,833822.0,619566.0,81758.0,3993.0,72510.0,707.0,820627.0,62681.0,7.6,none,8.7,3.36,9.8,19.3,91.8,89.4,91.4,290229.0,3.4,34.9,92.5,86913.0,40677.0,0.5,3.0,0.1,2.83,833822.0,3.4,11.2,6.6,74.3,59.2,1.0,1.0,1.0,0.0,40.19,48121,56.66713364703563
48123,20340.0,41.0,108.3,22.6,77.4,19.4,DeWitt County, Texas,7048.0,55357.0,82821.0,4995.0,70672.0,92857.0,20340.0,13159.0,1900.0,242.0,4.0,0.0,18395.0,2946.0,16.0,none,0.0,3.11,9.3,35.4,62.7,60.5,66.2,7048.0,2.4,27.2,80.8,55357.0,27063.0,1.2,23.5,0.0,2.62,20340.0,6.3,14.2,7.0,64.7,54.8,6.0,0.0,0.0,1.0,45.370000000000005,48123,70.32968350450952
48125,2203.0,46.0,96.9,20.1,79.9,23.8,Dickens County, Texas,845.0,42540.0,59602.0,502.0,60625.0,79875.0,2203.0,2023.0,59.0,21.0,11.0,0.0,2083.0,410.0,19.7,none,0.5,3.25,2.7,29.8,77.3,71.6,72.7,845.0,0.0,23.3,84.4,42540.0,23000.0,1.0,3.8,0.0,2.47,2203.0,8.7,18.6,8.1,91.8,67.0,8.0,0.0,0.0,1.0,46.785,48125,62.89556755755648
48127,10438.0,34.3,94.1,29.4,70.6,16.9,Dimmit County, Texas,3148.0,27161.0,50160.0,2254.0,31373.0,54428.0,10438.0,9366.0,4.0,0.0,147.0,0.0,10326.0,3477.0,33.7,none,1.4,3.99,0.0,86.9,59.2,50.0,62.5,3148.0,11.8,33.8,66.4,27161.0,15656.0,0.0,8.2,0.0,3.27,10438.0,12.6,20.6,5.5,89.7,11.0,6.0,0.0,0.0,1.0,52.215,48127,57.26323418523395
48129,3342.0,41.4,103.5,20.0,80.0,23.2,Donley County, Texas,1335.0,42961.0,60597.0,812.0,53125.0,66105.0,3342.0,3002.0,189.0,12.0,12.0,0.0,3031.0,447.0,14.7,none,0.4,2.96,5.7,11.1,63.1,63.1,69.5,1335.0,0.5,29.7,88.7,42961.0,23774.0,0.4,1.8,0.0,2.27,3342.0,2.9,14.1,9.5,89.8,80.8,8.0,0.0,0.0,1.0,44.1,48129,62.34941180781719
48131,11268.0,36.1,103.0,25.7,74.3,17.6,Duval County, Texas,3511.0,41186.0,49597.0,2451.0,51929.0,57856.0,11268.0,10705.0,148.0,0.0,0.0,0.0,10647.0,2426.0,22.8,partial,0.0,3.71,1.3,89.3,64.0,47.0,69.0,3511.0,9.4,34.5,68.6,41186.0,20615.0,0.0,3.6,0.0,3.06,11268.0,10.1,22.0,5.3,95.0,9.3,7.0,0.0,0.0,0.0,47.565,48131,65.51885631325867
48133,18273.0,41.2,100.3,20.9,79.1,22.4,Eastland County, Texas,6492.0,37276.0,61234.0,3864.0,49944.0,78647.0,18273.0,16816.0,599.0,64.0,123.0,0.0,17311.0,3168.0,18.3,none,0.7,3.57,3.3,16.4,66.8,62.0,67.0,6492.0,2.4,23.4,84.4,37276.0,20255.0,0.4,3.0,0.0,2.66,18273.0,3.8,17.2,8.5,92.0,79.3,6.0,0.0,0.0,1.0,44.235,48133,72.69666708436607
48135,160579.0,30.4,103.1,30.2,69.8,9.5,Ector County, Texas,52530.0,62973.0,83484.0,36317.0,73461.0,92563.0,160579.0,129198.0,7702.0,927.0,1909.0,47.0,158804.0,18899.0,11.9,none,1.2,3.71,4.8,60.7,82.2,65.5,83.9,52530.0,9.7,35.1,76.0,62973.0,31823.0,0.6,10.0,0.0,3.03,160579.0,5.6,21.0,5.0,80.5,32.3,3.0,1.0,0.0,0.0,44.7,48135,63.16548592050305
48137,1918.0,49.1,107.4,14.8,85.2,30.6,Edwards County, Texas,789.0,40766.0,59159.0,445.0,55250.0,71739.0,1918.0,1912.0,0.0,1.0,0.0,0.0,1906.0,165.0,8.7,comprehensive,0.0,3.37,0.0,56.6,45.9,50.2,55.8,789.0,7.7,14.4,72.1,40766.0,19526.0,0.1,0.2,0.0,2.42,1918.0,0.0,19.7,9.7,99.7,43.3,9.0,0.0,0.0,0.0,46.49,48137,48.6365097852499
48139,173772.0,36.2,97.3,26.8,73.2,12.6,Ellis County, Texas,57307.0,76871.0,96100.0,45214.0,86150.0,106326.0,173772.0,141636.0,17580.0,1386.0,1120.0,85.0,171471.0,15026.0,8.8,none,0.6,3.4,10.1,26.2,87.8,79.9,86.8,57307.0,2.7,25.6,86.2,76871.0,34653.0,0.8,3.1,0.0,3.0,173772.0,3.1,15.1,8.4,81.5,60.8,1.0,1.0,1.0,0.0,43.65,48139,64.12710229025002
48141,836062.0,32.2,97.0,27.5,72.5,11.9,El Paso County, Texas,268310.0,46871.0,62721.0,195343.0,52412.0,69134.0,836062.0,666059.0,27876.0,5215.0,10421.0,1133.0,820912.0,165719.0,20.2,none,1.2,3.68,3.3,82.6,78.5,69.3,79.8,268310.0,23.1,38.9,78.5,46871.0,23153.0,0.6,12.3,0.1,3.06,836062.0,5.7,20.3,8.1,79.7,12.0,2.0,1.0,0.0,0.0,41.315,48141,51.811517890018415
48143,41841.0,30.4,94.7,20.9,79.1,14.0,Erath County, Texas,13595.0,52742.0,74589.0,8690.0,74085.0,94945.0,41841.0,37186.0,799.0,679.0,388.0,85.0,39761.0,7305.0,18.4,none,0.9,3.53,1.9,21.1,80.8,75.8,82.3,13595.0,1.5,36.6,88.3,52742.0,23502.0,1.6,4.6,0.2,2.92,41841.0,2.7,16.8,7.6,88.9,74.6,4.0,0.0,0.0,1.0,42.760000000000005,48143,62.56796543294809
48145,17272.0,39.0,88.9,21.3,78.7,17.9,Falls County, Texas,5199.0,39497.0,50705.0,3337.0,51699.0,63362.0,17272.0,12433.0,4233.0,86.0,82.0,0.0,15536.0,4113.0,26.5,none,0.5,3.88,24.5,23.2,61.3,54.8,64.2,5199.0,0.7,27.6,76.9,39497.0,21182.0,0.5,1.5,0.0,2.99,17272.0,4.6,17.2,8.7,72.0,51.2,2.0,1.0,0.0,0.0,47.865,48145,72.84248053301962
48147,34537.0,41.3,112.0,21.2,78.8,18.5,Fannin County, Texas,12453.0,54648.0,72914.0,8658.0,68540.0,86668.0,34537.0,30288.0,1953.0,267.0,232.0,13.0,31577.0,3796.0,12.0,none,0.7,3.07,5.7,11.3,72.1,69.2,77.3,12453.0,1.1,26.8,85.5,54648.0,28875.0,0.8,1.9,0.0,2.52,34537.0,3.8,16.2,10.5,87.7,78.8,6.0,0.0,1.0,1.0,43.510000000000005,48147,73.49572138335662
48149,25141.0,47.0,97.2,20.5,79.5,24.6,Fayette County, Texas,9135.0,60189.0,76697.0,6536.0,72565.0,90541.0,25141.0,22671.0,1645.0,11.0,125.0,0.0,24704.0,2929.0,11.9,none,0.5,3.22,6.5,21.0,63.4,66.6,64.2,9135.0,1.5,18.3,86.1,60189.0,30069.0,0.0,2.0,0.0,2.7,25141.0,2.9,11.0,8.2,90.2,71.2,6.0,0.0,1.0,1.0,44.195,48149,62.07739505722057
48151,3856.0,44.6,90.6,22.6,77.4,22.8,Fisher County, Texas,1601.0,46146.0,65512.0,992.0,62000.0,78045.0,3856.0,3408.0,102.0,46.0,12.0,0.0,3820.0,575.0,15.1,none,0.3,3.06,2.6,32.7,70.2,60.8,69.2,1601.0,5.6,26.4,86.1,46146.0,27609.0,1.2,2.7,0.0,2.39,3856.0,4.3,12.6,9.6,88.4,61.8,8.0,0.0,0.0,1.0,42.33,48151,65.19093623820571
48153,5803.0,37.2,95.1,26.8,73.2,18.6,Floyd County, Texas,2271.0,50580.0,59595.0,1595.0,54702.0,66851.0,5803.0,5375.0,242.0,3.0,10.0,0.0,5756.0,847.0,14.7,comprehensive,0.2,3.12,4.2,58.7,73.8,57.7,74.1,2271.0,6.1,25.1,74.2,50580.0,25377.0,0.1,1.3,0.0,2.54,5803.0,4.5,21.5,6.9,92.6,36.8,6.0,0.0,0.0,1.0,46.05,48153,66.53507820240016
48155,1275.0,51.2,98.3,18.1,81.9,27.1,Foard County, Texas,533.0,43625.0,62021.0,346.0,52717.0,73921.0,1275.0,1048.0,29.0,6.0,0.0,0.0,1239.0,129.0,10.4,none,0.0,2.92,2.3,22.3,70.0,60.2,69.0,533.0,2.6,16.9,81.9,43625.0,21806.0,0.5,5.3,0.0,2.32,1275.0,5.7,14.7,7.2,82.2,72.1,9.0,0.0,0.0,0.0,46.92,48155,70.67709631667805
48157,765394.0,36.3,96.5,27.7,72.3,10.6,Fort Bend County, Texas,237883.0,97743.0,125289.0,195729.0,108211.0,136099.0,765394.0,395904.0,157134.0,2600.0,154513.0,408.0,759272.0,56251.0,7.4,none,20.2,3.56,20.5,24.5,92.6,90.2,91.4,237883.0,6.3,22.8,90.6,97743.0,40880.0,0.3,4.3,0.1,3.19,765394.0,4.8,11.7,4.7,51.7,33.1,1.0,1.0,1.0,0.0,35.38,48157,55.12506604995935
48159,10716.0,43.2,95.9,24.2,75.8,21.7,Franklin County, Texas,3965.0,53783.0,76173.0,2817.0,64945.0,89268.0,10716.0,9213.0,473.0,31.0,5.0,0.0,10613.0,988.0,9.3,partial,0.0,3.25,4.4,14.5,80.9,74.8,75.9,3965.0,1.7,21.3,91.3,53783.0,28613.0,0.3,5.6,0.0,2.68,10716.0,5.7,14.1,10.2,86.0,78.7,7.0,0.0,0.0,0.0,44.935,48159,66.21277683476244
48161,19714.0,41.5,107.3,22.8,77.2,19.6,Freestone County, Texas,6758.0,49471.0,69203.0,4677.0,63450.0,82867.0,19714.0,15857.0,2995.0,83.0,139.0,0.0,18054.0,3260.0,18.1,none,0.7,3.26,15.2,15.5,67.0,64.4,74.0,6758.0,2.1,22.6,82.6,49471.0,26288.0,0.4,1.5,0.0,2.67,19714.0,4.4,14.1,7.5,80.4,66.6,7.0,0.0,0.0,0.0,45.745000000000005,48161,65.68264982800665
48163,19871.0,31.2,148.8,23.9,76.1,12.4,Frio County, Texas,4542.0,46729.0,67332.0,3372.0,54111.0,74697.0,19871.0,16342.0,718.0,27.0,170.0,0.0,15557.0,3618.0,23.3,none,0.9,4.07,3.6,79.3,63.1,50.7,65.9,4542.0,10.7,31.0,66.2,46729.0,17164.0,0.1,11.3,0.0,3.44,19871.0,6.7,21.5,4.6,82.2,16.3,6.0,0.0,0.0,1.0,48.05,48163,64.11774798669954
48165,20706.0,27.8,104.0,36.0,64.0,8.8,Gaines County, Texas,5812.0,63054.0,79384.0,4545.0,72461.0,90442.0,20706.0,19578.0,522.0,57.0,102.0,9.0,20597.0,3143.0,15.3,none,0.5,4.11,2.5,41.5,76.9,63.9,78.0,5812.0,14.0,22.7,61.8,63054.0,27542.0,0.3,1.8,0.0,3.54,20706.0,5.6,33.7,3.7,94.6,55.5,7.0,0.0,0.0,0.0,50.365,48165,62.756117321139705
48167,332885.0,37.7,97.0,24.4,75.6,13.9,Galveston County, Texas,121438.0,73330.0,98758.0,84986.0,89270.0,114070.0,332885.0,262336.0,41809.0,1306.0,10946.0,123.0,326347.0,40485.0,12.4,none,3.3,3.23,12.6,24.6,85.8,78.3,85.3,121438.0,3.1,32.5,89.0,73330.0,34255.0,0.4,2.0,0.0,2.69,332885.0,5.8,13.9,8.6,78.8,57.4,1.0,1.0,0.0,0.0,40.965,48167,65.76753731915468
48169,6070.0,41.1,170.9,15.8,84.2,13.7,Garza County, Texas,1543.0,49627.0,72314.0,1177.0,68160.0,83802.0,6070.0,5120.0,347.0,16.0,119.0,0.0,4208.0,829.0,19.7,none,2.0,3.14,5.7,52.2,78.9,63.4,82.0,1543.0,4.9,29.5,61.6,49627.0,23376.0,0.3,6.4,0.0,2.72,6070.0,2.7,14.9,2.5,84.3,39.7,6.0,0.0,0.0,1.0,49.945,48169,68.41436109532128
48171,26459.0,50.0,93.7,20.1,79.9,29.3,Gillespie County, Texas,10694.0,59155.0,82523.0,7197.0,73481.0,93887.0,26459.0,24065.0,29.0,854.0,32.0,0.0,26082.0,2476.0,9.5,none,0.1,3.05,0.1,23.2,79.2,74.3,74.9,10694.0,2.5,27.6,89.0,59155.0,28772.0,3.2,2.5,0.0,2.44,26459.0,3.2,19.4,9.1,91.0,74.7,7.0,0.0,1.0,0.0,38.125,48171,48.04746886726284
48173,1510.0,30.8,134.8,22.7,77.3,9.9,Glasscock County, Texas,403.0,78456.0,105467.0,356.0,77941.0,110222.0,1510.0,1003.0,0.0,0.0,0.0,0.0,1510.0,177.0,11.7,none,0.0,3.81,0.0,43.8,73.2,71.0,82.4,403.0,14.4,34.2,69.4,78456.0,23286.0,0.0,33.6,0.0,3.75,1510.0,0.0,20.5,2.1,66.4,56.2,8.0,0.0,0.0,1.0,42.400000000000006,48173,49.69430332918712
48175,7565.0,46.1,98.6,21.7,78.3,22.0,Goliad County, Texas,2727.0,60690.0,77169.0,1922.0,80625.0,94545.0,7565.0,6119.0,445.0,0.0,55.0,0.0,7454.0,980.0,13.1,none,0.7,3.35,5.9,35.8,67.0,65.2,69.7,2727.0,5.7,20.0,83.0,60690.0,27950.0,0.0,12.0,0.0,2.74,7565.0,5.1,9.7,8.7,80.9,58.3,3.0,1.0,0.0,0.0,41.760000000000005,48175,55.91658878874544
48177,20731.0,36.3,103.4,27.0,73.0,16.4,Gonzales County, Texas,7364.0,53577.0,76060.0,5414.0,62407.0,86964.0,20731.0,13784.0,1382.0,64.0,76.0,5.0,20443.0,2886.0,14.1,none,0.4,3.28,6.7,50.7,75.4,54.4,74.2,7364.0,7.9,32.7,76.7,53577.0,27132.0,0.3,24.6,0.0,2.77,20731.0,2.7,18.6,6.9,66.5,41.7,6.0,0.0,0.0,1.0,47.975,48177,62.39226959153088
48179,22410.0,36.5,111.6,25.6,74.4,15.8,Gray County, Texas,7884.0,47952.0,66482.0,5166.0,62078.0,79815.0,22410.0,19089.0,1007.0,286.0,150.0,45.0,20693.0,3412.0,16.5,none,0.7,3.29,4.5,29.0,73.1,63.2,74.8,7884.0,4.3,26.5,80.2,47952.0,26651.0,1.3,5.4,0.2,2.64,22410.0,5.2,19.3,6.9,85.2,63.3,6.0,0.0,0.0,1.0,44.69,48179,61.87905200040084
48181,131014.0,39.9,95.3,23.7,76.3,17.5,Grayson County, Texas,48454.0,54815.0,72105.0,32615.0,69181.0,84704.0,131014.0,113326.0,7182.0,1401.0,2080.0,12.0,128315.0,16775.0,13.1,none,1.6,3.26,5.5,13.4,75.7,70.3,78.5,48454.0,1.8,32.4,88.7,54815.0,27892.0,1.1,1.8,0.0,2.65,131014.0,4.4,17.4,10.0,86.5,75.4,3.0,1.0,0.0,0.0,40.63,48181,69.21387961754166
48183,123443.0,35.6,94.9,25.9,74.1,15.1,Gregg County, Texas,45460.0,50180.0,69786.0,29627.0,61112.0,81763.0,123443.0,92086.0,24707.0,271.0,1586.0,130.0,119353.0,21494.0,18.0,none,1.3,3.26,20.0,18.7,79.1,67.1,81.3,45460.0,3.1,40.9,84.1,50180.0,25980.0,0.2,1.0,0.1,2.61,123443.0,4.6,18.5,8.1,74.6,57.5,3.0,1.0,0.0,0.0,44.645,48183,67.57792652913369
48185,27984.0,40.4,118.4,22.5,77.5,16.9,Grimes County, Texas,9011.0,52913.0,77395.0,6460.0,59948.0,83145.0,27984.0,21756.0,4244.0,137.0,55.0,0.0,24360.0,4134.0,17.0,none,0.2,3.23,15.2,24.2,73.0,66.7,77.0,9011.0,3.5,23.5,80.6,52913.0,26262.0,0.5,3.6,0.0,2.72,27984.0,4.4,14.0,8.8,77.7,58.5,6.0,0.0,0.0,1.0,48.285,48185,70.7771120249866
48187,158966.0,37.0,97.8,25.4,74.6,13.6,Guadalupe County, Texas,54110.0,74496.0,89402.0,41367.0,84769.0,99794.0,158966.0,116778.0,13085.0,524.0,2720.0,377.0,156942.0,14297.0,9.1,none,1.7,3.34,8.2,37.9,86.1,79.7,83.9,54110.0,3.3,23.3,88.7,74496.0,33952.0,0.3,12.9,0.2,2.9,158966.0,3.2,11.7,15.1,73.5,50.4,1.0,1.0,1.0,0.0,44.345,48187,53.94543911428296
48189,33826.0,33.4,108.9,27.2,72.8,13.3,Hale County, Texas,10933.0,48384.0,60390.0,7877.0,55272.0,69066.0,33826.0,29018.0,1706.0,235.0,104.0,6.0,31508.0,5046.0,16.0,none,0.3,3.5,5.0,59.4,77.2,60.2,77.2,10933.0,6.5,37.7,76.6,48384.0,25386.0,0.7,3.6,0.0,2.89,33826.0,4.1,20.3,4.9,85.8,33.8,4.0,0.0,0.0,1.0,44.995000000000005,48189,64.60763741644988
48191,3048.0,44.6,101.3,22.2,77.8,22.3,Hall County, Texas,1267.0,34673.0,53651.0,803.0,43750.0,65369.0,3048.0,2376.0,197.0,35.0,8.0,0.0,2993.0,685.0,22.9,none,0.3,3.01,6.5,34.8,59.9,56.6,64.0,1267.0,4.1,34.7,79.6,34673.0,20053.0,1.1,10.1,0.0,2.35,3048.0,9.6,24.4,6.1,78.0,55.6,9.0,0.0,0.0,0.0,47.21,48191,72.64537497309607
48193,8332.0,45.8,99.9,20.8,79.2,24.5,Hamilton County, Texas,2989.0,50825.0,70739.0,2094.0,66118.0,80464.0,8332.0,7939.0,66.0,120.0,0.0,0.0,8093.0,1402.0,17.3,none,0.0,3.26,0.8,12.7,72.4,71.5,72.1,2989.0,0.7,18.1,84.0,50825.0,24120.0,1.4,1.2,0.0,2.7,8332.0,2.2,16.4,9.6,95.3,84.0,6.0,0.0,1.0,1.0,42.48,48193,66.56664560802399
48195,5520.0,35.1,104.2,29.8,70.2,15.4,Hansford County, Texas,1838.0,38000.0,55316.0,1360.0,41859.0,61032.0,5520.0,5055.0,17.0,8.0,4.0,0.0,5445.0,947.0,17.4,none,0.1,3.58,0.3,48.0,75.7,61.8,81.8,1838.0,16.5,29.5,67.8,38000.0,24501.0,0.1,6.9,0.0,2.96,5520.0,4.6,23.1,5.4,91.6,51.6,7.0,0.0,0.0,0.0,45.27,48195,60.46576807638122
48197,3945.0,43.5,94.6,20.8,79.2,21.4,Hardeman County, Texas,1596.0,41859.0,55938.0,1054.0,53707.0,68307.0,3945.0,3469.0,232.0,45.0,0.0,0.0,3920.0,544.0,13.9,none,0.0,3.05,5.9,19.0,66.9,60.9,70.6,1596.0,5.7,32.1,78.9,41859.0,19629.0,1.1,2.7,0.0,2.45,3945.0,8.4,13.9,6.3,87.9,71.7,9.0,0.0,0.0,0.0,42.75,48197,65.0692163255522
48199,56765.0,39.2,93.1,24.7,75.3,16.5,Hardin County, Texas,20626.0,60339.0,80698.0,14985.0,76146.0,94369.0,56765.0,51841.0,3279.0,163.0,351.0,0.0,56068.0,6768.0,12.1,none,0.6,3.23,5.8,5.7,81.3,74.3,81.0,20626.0,0.1,18.8,88.0,60339.0,30905.0,0.3,0.6,0.0,2.73,56765.0,3.3,14.2,9.0,91.3,86.5,2.0,1.0,0.0,0.0,45.155,48199,68.1918580198565
48201,4646630.0,33.5,98.8,26.8,73.2,10.2,Harris County, Texas,1605368.0,61705.0,91486.0,1096660.0,71258.0,103278.0,4646630.0,2905947.0,884292.0,19269.0,324288.0,3104.0,4601170.0,722792.0,15.7,none,7.0,3.52,19.0,42.9,83.6,76.2,84.4,1605368.0,11.9,45.4,81.4,61705.0,31323.0,0.4,8.5,0.1,2.87,4646630.0,5.4,20.2,4.7,62.5,29.6,1.0,1.0,0.0,0.0,39.47,48201,64.18103608848996
48203,66580.0,38.7,94.4,25.4,74.6,16.5,Harrison County, Texas,23292.0,52220.0,73308.0,17064.0,65116.0,85287.0,66580.0,49704.0,13760.0,205.0,528.0,14.0,64974.0,11290.0,17.4,none,0.8,3.27,20.7,13.1,68.1,65.8,71.5,23292.0,1.2,27.7,85.3,52220.0,26572.0,0.3,1.5,0.0,2.8,66580.0,5.0,14.9,8.6,74.7,63.6,4.0,0.0,0.0,1.0,47.45,48203,70.51080997459671
48205,5669.0,38.1,144.0,21.5,78.5,15.0,Hartley County, Texas,1678.0,58298.0,73016.0,1208.0,68051.0,83332.0,5669.0,4808.0,425.0,20.0,82.0,0.0,4120.0,251.0,6.1,none,1.4,2.92,7.5,26.7,83.1,84.3,86.5,1678.0,4.7,37.3,82.6,58298.0,34152.0,0.4,1.9,0.0,2.46,5669.0,0.5,15.7,5.6,84.8,60.0,7.0,0.0,0.0,0.0,45.4,48205,46.98299182013618
48207,5726.0,43.5,107.3,18.4,81.6,22.0,Haskell County, Texas,2146.0,40313.0,49230.0,1423.0,54115.0,59828.0,5726.0,5114.0,228.0,27.0,16.0,0.0,5262.0,1072.0,20.4,none,0.3,3.05,4.0,28.6,63.5,53.5,60.6,2146.0,5.3,24.4,70.3,40313.0,20731.0,0.5,3.9,0.0,2.45,5726.0,12.1,20.8,5.8,89.3,64.7,6.0,0.0,0.0,1.0,45.21,48207,72.43144750688049
48209,213366.0,32.0,99.2,23.1,76.9,10.7,Hays County, Texas,73437.0,68717.0,89611.0,48306.0,85891.0,108569.0,213366.0,188901.0,8997.0,814.0,3348.0,52.0,205493.0,28214.0,13.7,none,1.6,3.32,4.2,38.9,84.8,84.4,89.1,73437.0,3.6,37.7,90.1,68717.0,31519.0,0.4,2.8,0.0,2.81,213366.0,3.9,13.4,7.3,88.5,53.8,1.0,1.0,1.0,0.0,40.54,48209,50.36736360047686
48211,3994.0,36.4,103.6,31.6,68.4,13.2,Hemphill County, Texas,1298.0,70625.0,93374.0,1035.0,84250.0,94237.0,3994.0,3629.0,40.0,0.0,1.0,0.0,3958.0,326.0,8.2,none,0.0,3.49,1.0,34.8,78.1,64.2,84.3,1298.0,7.9,28.7,82.1,70625.0,35830.0,0.0,5.7,0.0,3.05,3994.0,5.9,23.7,6.9,90.9,63.1,7.0,0.0,0.0,0.0,43.8,48211,57.81111006807659
48213,81070.0,43.9,95.0,21.5,78.5,22.0,Henderson County, Texas,30757.0,47355.0,66653.0,21483.0,58429.0,76602.0,81070.0,72540.0,5404.0,690.0,525.0,26.0,79575.0,13599.0,17.1,none,0.6,3.1,6.7,12.8,75.0,66.8,74.7,30757.0,1.7,24.8,83.5,47355.0,23787.0,0.9,0.9,0.0,2.59,81070.0,4.9,17.9,10.5,89.5,78.2,4.0,0.0,0.0,1.0,44.71,48213,66.37673172761713
48215,855176.0,29.2,96.0,32.9,67.1,10.8,Hidalgo County, Texas,238345.0,40014.0,58014.0,193034.0,44259.0,62117.0,855176.0,737739.0,4669.0,1504.0,8370.0,96.0,844950.0,250879.0,29.7,partial,1.0,4.04,0.5,92.2,68.4,57.3,80.4,238345.0,20.7,32.0,65.7,40014.0,19271.0,0.2,10.3,0.0,3.55,855176.0,6.4,30.3,3.2,86.3,6.1,2.0,1.0,0.0,0.0,50.76,48215,49.00497248229336
48217,35689.0,42.1,99.6,23.3,76.7,20.5,Hill County, Texas,12992.0,53307.0,69572.0,9098.0,62965.0,80612.0,35689.0,30697.0,2340.0,403.0,143.0,59.0,34636.0,4383.0,12.7,partial,0.4,3.23,6.6,20.6,77.8,64.9,75.7,12992.0,2.0,27.4,83.5,53307.0,25335.0,1.1,3.8,0.2,2.67,35689.0,5.9,15.4,9.7,86.0,70.6,6.0,0.0,1.0,1.0,45.78,48217,69.16496153703565
48219,23064.0,33.8,99.5,26.1,73.9,14.3,Hockley County, Texas,7997.0,48248.0,64011.0,5637.0,56607.0,73562.0,23064.0,20383.0,746.0,123.0,83.0,21.0,22206.0,3662.0,16.5,none,0.4,3.38,3.2,47.8,75.8,64.1,78.9,7997.0,5.1,29.5,76.2,48248.0,25420.0,0.5,5.0,0.1,2.79,23064.0,5.8,17.6,5.5,88.4,46.9,6.0,0.0,0.0,1.0,44.325,48219,62.60118393313144
48221,58318.0,47.0,95.0,21.1,78.9,24.7,Hood County, Texas,22152.0,64041.0,89286.0,15880.0,79373.0,104859.0,58318.0,55523.0,466.0,654.0,411.0,46.0,57594.0,5615.0,9.7,none,0.7,3.09,0.8,12.4,85.2,80.1,82.8,22152.0,2.6,22.7,89.4,64041.0,31204.0,1.1,0.8,0.1,2.6,58318.0,3.2,14.9,10.7,95.2,84.2,1.0,1.0,1.0,0.0,41.72,48221,55.00175653722576
48223,36486.0,39.2,96.4,24.9,75.1,18.3,Hopkins County, Texas,13424.0,52078.0,70270.0,9753.0,63125.0,80416.0,36486.0,30839.0,2586.0,112.0,243.0,44.0,35842.0,5027.0,14.0,none,0.7,3.14,7.1,16.9,78.7,66.9,78.4,13424.0,1.9,30.4,84.9,52078.0,26608.0,0.3,5.3,0.1,2.68,36486.0,4.4,18.5,8.6,84.5,73.3,6.0,0.0,0.0,1.0,47.36,48223,68.81045229786011
